mp-10,194.962
mp-1000,374.1172
mp-10010,444.5708
mp-1001602,405.3128
mp-1001784,381.512
mp-10074,189.1504
mp-1007823,246.5216
mp-1007923,1121.266
mp-1008680,577.0964
mp-1008925,483.4704
mp-1009079,423.5512
mp-1009087,290.0688
mp-1009458,617.036
mp-1009548,372.5156
mp-1009894,562.916
mp-1013529,387.0012
mp-1013564,363.9652
mp-1013587,337.1996
mp-1013702,351.238
mp-1013703,367.6668
mp-1016108,380.7516
mp-1016833,453.2588
mp-1016837,265.0404
mp-1016845,382.0904
mp-1016881,264.2928
mp-1016904,355.3264
mp-1017533,464.9408
mp-1017540,326.15
mp-1017985,393.106
mp-1018050,556.84
mp-1018059,207.6256
mp-1018067,1158.142
mp-1018639,336.4172
mp-1018949,428.6548
mp-1019,547.882
mp-1019086,232.85
mp-1019277,328.816
mp-1019740,304.4744
mp-1020622,421.454
mp-1024039,364.1884
mp-1025205,576.1336
mp-1025296,348.1064
mp-1025348,401.6212
mp-1025356,516.5744
mp-1025370,515.0144
mp-1025375,372.4428
mp-10266,641.988
mp-1029262,330.4988
mp-1029330,498.592
mp-1029334,237.8136
mp-1029520,399.7384
mp-1029531,450.1916
mp-1029532,484.3628
mp-1029750,485.3676
mp-1039119,263.9748
mp-10435,357.9792
mp-10437,474.0472
mp-10474,286.9808
mp-1055,225.2656
mp-10601,469.9428
mp-10694,357.2344
mp-10886,319.7704
mp-10887,503.986
mp-109,206.1668
mp-11025,185.2376
mp-11073,411.5112
mp-11273,401.31
mp-11278,494.3584
mp-11304,400.142
mp-11441,360.372
mp-11445,331.6916
mp-1145,423.5408
mp-11499,334.1364
mp-11512,433.3388
mp-11547,469.3836
mp-11690,314.3644
mp-11695,440.2688
mp-11798,1257.15
mp-11816,378.8612
mp-11820,342.2452
mp-11882,318.9772
mp-12015,453.2176
mp-12137,351.9684
mp-1224,296.47
mp-12283,387.2344
mp-1249,304.1344
mp-12520,569.3208
mp-1281,511.4364
mp-12990,553.656
mp-13109,436.6784
mp-1315,308.772
mp-13203,431.6116
mp-13272,425.654
mp-1334,497.5872
mp-13512,438.2144
mp-13548,409.3516
mp-1407,255.6024
mp-14091,253.7928
mp-14168,341.4688
mp-1444,292.2668
mp-1451,1145.578
mp-14600,349.2252
mp-1500,393.858
mp-1543,366.4136
mp-15637,336.3132
mp-15686,414.1672
mp-1585,414.3344
mp-1590,299.332
mp-15965,544.6968
mp-1620,486.7128
mp-16266,376.752
mp-16523,381.954
mp-16565,222.2796
mp-16733,513.0492
mp-16740,394.1172
mp-16764,384.1212
mp-1722,326.0108
mp-17413,470.3384
mp-17701,442.8956
mp-18093,558.498
mp-18105,363.5504
mp-1867,600.5684
mp-18695,423.41
mp-1871,632.684
mp-18927,547.8336
mp-19009,462.9052
mp-19069,454.8668
mp-19083,437.8148
mp-19102,475.6104
mp-19252,518.1632
mp-19276,458.7092
mp-1935,309.3204
mp-19359,506.1664
mp-19405,491.1272
mp-19722,288.7724
mp-19870,553.124
mp-19896,274.9532
mp-20098,367.174
mp-20131,269.392
mp-20155,285.4848
mp-20456,318.4064
mp-20466,252.6048
mp-20479,294.118
mp-20481,348.7672
mp-20566,202.0604
mp-20679,632.314
mp-20695,351.4852
mp-20724,298.8352
mp-20897,467.792
mp-20944,381.2296
mp-21067,442.6128
mp-21167,528.2048
mp-21297,288.3796
mp-21301,583.7768
mp-21855,327.1596
mp-2187,366.164
mp-219,453.5912
mp-22060,424.9208
mp-2225,402.9184
mp-22284,485.8556
mp-22289,516.93
mp-22320,406.09
mp-22346,455.4436
mp-22441,419.3956
mp-22568,377.6404
mp-22648,363.1528
mp-22722,505.062
mp-22739,433.5068
mp-22759,671.4088
mp-22978,377.2344
mp-23053,199.9104
mp-23060,359.4148
mp-2319,349.7348
mp-2352,376.6624
mp-2363,526.5984
mp-23737,365.3532
mp-23860,430.1688
mp-23870,341.3496
mp-23922,341.136
mp-24066,414.4312
mp-24390,337.2576
mp-24723,473.3376
mp-25417,446.8416
mp-2560,468.9864
mp-2624,208.0168
mp-2664,457.2608
mp-27253,354.9016
mp-27693,480.1392
mp-27827,351.5272
mp-27830,284.4888
mp-27835,350.416
mp-2784,371.0088
mp-27850,432.6724
mp-2794,622.02
mp-28145,343.558
mp-2874,266.1216
mp-28797,480.6656
mp-29069,419.8168
mp-29157,293.1696
mp-29356,451.8748
mp-29455,245.9148
mp-29463,411.5372
mp-29618,479.3252
mp-2979,249.7216
mp-29898,326.6152
mp-30066,337.8424
mp-30208,383.41
mp-30356,423.4436
mp-30363,453.3236
mp-30405,447.2996
mp-30409,1065.7444
mp-30449,369.9476
mp-30501,381.86
mp-30726,289.4424
mp-30745,331.7
mp-30746,526.0928
mp-30817,383.0612
mp-30834,296.932
mp-30840,379.8844
mp-30842,362.8984
mp-3104,410.6212
mp-31187,582.5404
mp-31337,298.23
mp-31348,405.564
mp-31452,539.6504
mp-31458,475.842
mp-31459,604.5056
mp-3416,346.2624
mp-34240,394.4644
mp-34418,275.6216
mp-34903,258.3232
mp-3553,467.0272
mp-35869,517.8348
mp-365,362.724
mp-370,243.5884
mp-37473,338.978
mp-3771,386.062
mp-37879,405.552
mp-38843,450.4896
mp-3955,246.7116
mp-40143,442.1228
mp-417,424.022
mp-4170,468.022
mp-4343,425.4756
mp-4448,469.1696
mp-4475,434.6796
mp-4627,387.5752
mp-468,254.5812
mp-4691,435.268
mp-4784,449.0908
mp-4953,216.1888
mp-4962,393.2044
mp-504543,250.8088
mp-505820,362.1668
mp-5077,398.3088
mp-510623,614.11
mp-5186,466.738
mp-5372,465.748
mp-540,550.97
mp-540957,269.246
mp-545820,252.304
mp-5479,341.5904
mp-550893,475.0592
mp-551830,411.5004
mp-552185,297.5564
mp-553243,325.112
mp-553896,452.4404
mp-554352,396.4288
mp-554769,399.6
mp-555064,359.2868
mp-556536,378.2084
mp-558694,516.8468
mp-559051,299.0944
mp-559998,477.536
mp-560588,256.7372
mp-561242,440.2656
mp-561258,256.7372
mp-561480,443.6532
mp-5670,446.6164
mp-567278,339.416
mp-567347,413.6396
mp-567601,431.3864
mp-567842,361.83
mp-567889,317.8804
mp-568328,290.9324
mp-568333,238.1676
mp-568556,327.1824
mp-568711,341.142
mp-568747,489.6128
mp-568914,395.516
mp-568936,326.7548
mp-568940,464.608
mp-568986,308.1276
mp-569346,346.1592
mp-569360,234.2576
mp-569408,528.8048
mp-569581,240.9108
mp-569834,403.7468
mp-5699,403.9072
mp-570122,339.444
mp-570199,371.1024
mp-570436,538.8512
mp-570538,320.9608
mp-570632,425.824
mp-570690,347.626
mp-570713,569.57
mp-571102,198.754
mp-571124,362.7488
mp-5723,476.5608
mp-5748,671.1308
mp-5971,649.4964
mp-600561,452.46
mp-601820,494.42
mp-6073,313.1716
mp-613327,691.8944
mp-616440,241.4744
mp-616559,483.4692
mp-626689,451.4248
mp-631,504.932
mp-631362,343.012
mp-631411,517.3164
mp-638,316.2856
mp-6459,398.7256
mp-672287,362.4776
mp-673624,407.1388
mp-673635,653.7084
mp-675,483.284
mp-675172,359.5088
mp-690536,470.1392
mp-6908,370.1888
mp-6953,382.5204
mp-696,508.682
mp-6962,465.3192
mp-697068,361.6544
mp-7067,316.1144
mp-7173,564.2576
mp-7204,405.114
mp-729,420.476
mp-7374,506.0596
mp-741,475.0592
mp-7424,399.2624
mp-7429,321.0648
mp-7432,278.0952
mp-7474,356.596
mp-752953,540.6868
mp-753315,346.056
mp-753746,371.4708
mp-753798,404.2768
mp-7542,202.934
mp-754483,442.8212
mp-754759,445.3108
mp-754850,368.778
mp-755552,391.8812
mp-756018,403.8008
mp-757100,422.0944
mp-758052,405.1324
mp-7582,201.3144
mp-761285,406.1484
mp-762268,431.5308
mp-7639,368.3336
mp-764949,311.6532
mp-766,350.5264
mp-766486,330.7592
mp-769365,245.3588
mp-770107,460.874
mp-7785,459.6704
mp-7787,495.428
mp-784630,1174.008
mp-7878,392.4944
mp-7918,469.0436
mp-7979,382.262
mp-8039,254.5812
mp-8175,384.9348
mp-8187,424.5908
mp-8207,412.0744
mp-8208,447.2776
mp-8219,400.5824
mp-823,460.798
mp-8236,428.9724
mp-828,551.528
mp-8285,262.2424
mp-8335,421.6104
mp-8418,503.3368
mp-85,156.3172
mp-8511,231.458
mp-8606,519.3036
mp-861738,401.5676
mp-861900,430.56
mp-861910,456.048
mp-861951,562.1248
mp-862257,555.8656
mp-862288,748.3828
mp-862297,530.986
mp-862324,425.606
mp-862372,721.36
mp-862375,480.842
mp-862379,450.598
mp-862561,485.014
mp-862565,341.3172
mp-862622,544.202
mp-862672,491.9536
mp-862911,500.468
mp-8639,280.044
mp-864670,498.1784
mp-864932,416.2188
mp-864940,462.626
mp-864945,417.696
mp-864983,428.9064
mp-865030,548.082
mp-865038,434.6444
mp-865155,490.07
mp-865234,523.6
mp-865588,465.7992
mp-865604,317.9668
mp-865730,508.0664
mp-865810,439.3708
mp-865866,588.0592
mp-865868,522.448
mp-865914,315.346
mp-865964,401.2232
