mp-1025045,45.0,56.56230545043945
mp-11252,30.0,27.549331665039062
mp-977997,64.0,80.52499389648438
mp-1018009,40.0,27.37064552307129
mp-2786,11.0,22.447391510009766
mp-3277,41.0,23.051597595214844
mp-978498,36.0,53.70775604248047
mp-1029357,33.0,28.20249366760254
mp-7498,36.0,43.71967315673828
mp-9958,104.0,107.81412506103516
mp-3363,35.0,51.94838333129883
mp-696166,7.0,5.932254791259766
mp-16501,26.0,56.14158630371094
mp-1014246,81.0,113.18907165527344
mp-567666,12.0,23.55225372314453
mp-1021431,6.0,8.718124389648438
mp-1050,43.0,43.03343963623047
mp-865082,9.0,15.841190338134766
mp-4248,95.0,77.65103912353516
mp-19050,69.0,64.34429931640625
mp-865893,29.0,38.54359817504883
mp-989532,14.0,16.596435546875
mp-864978,31.0,32.892845153808594
mp-7149,16.0,18.28580093383789
mp-776097,95.0,72.28841400146484
mp-11430,40.0,31.802261352539062
mp-1002187,52.0,64.83585357666016
mp-8606,22.0,27.511079788208008
mp-756094,30.0,52.86925506591797
mp-11329,113.0,120.36103057861328
mp-87,160.0,126.9468994140625
mp-961656,55.0,62.95469284057617
mp-22934,7.0,8.661746978759766
mvc-12484,87.0,77.47978210449219
mp-974799,12.0,8.007099151611328
mp-976763,55.0,55.33656692504883
mp-251,127.0,167.4205780029297
mp-760403,49.0,43.418113708496094
mp-1009540,18.0,26.329151153564453
mp-22033,46.0,54.11915969848633
mp-2795,159.0,105.19781494140625
mp-22956,7.0,8.619586944580078
mp-560671,23.0,22.839550018310547
mp-2454,79.0,76.72784423828125
mp-781625,73.0,66.71162414550781
mp-19359,72.0,45.74018096923828
mp-24723,64.0,59.01970291137695
mp-754358,31.0,22.137752532958984
mp-10485,23.0,21.284610748291016
mp-538,11.0,18.983142852783203
mp-991,151.0,173.2815399169922
mp-561894,64.0,57.81074142456055
mp-101,217.0,217.46865844726562
mp-31460,58.0,67.25360107421875
mp-997055,21.0,17.07723617553711
mp-18875,70.0,67.07952880859375
mp-7352,48.0,47.14747619628906
mp-30028,99.0,79.7904281616211
mp-30685,72.0,61.57732391357422
mp-11445,59.0,52.66958999633789
mp-1677,150.0,136.74990844726562
mp-4997,77.0,74.95916748046875
mp-867779,98.0,90.96098327636719
mp-568792,90.0,79.55564880371094
mp-8577,85.0,75.32821655273438
mp-19419,74.0,71.10244750976562
mp-505599,53.0,43.11870574951172
mp-568469,43.0,50.23900604248047
mp-971694,53.0,51.294639587402344
mp-13907,19.0,14.31032943725586
mvc-5816,78.0,62.89780044555664
mp-23485,5.0,7.5643157958984375
mp-8539,16.0,32.60273742675781
mp-2074,27.0,19.469165802001953
mp-6912,16.0,36.103248596191406
mvc-15387,147.0,167.67431640625
mp-8697,79.0,54.20501708984375
mp-4276,45.0,38.198577880859375
mp-2006,122.0,90.0430908203125
mp-635,84.0,80.99005889892578
mp-5962,20.0,18.28607940673828
mp-1029368,54.0,49.44967269897461
mp-9583,21.0,21.778533935546875
mp-975834,154.0,143.4506378173828
mp-865594,38.0,38.69927978515625
mp-10671,30.0,28.83673858642578
mp-10872,19.0,42.0974235534668
mp-29157,80.0,54.616539001464844
mp-21385,46.0,39.42780303955078
mp-1601,65.0,100.17616271972656
mp-865524,19.0,29.398359298706055
mp-16613,72.0,66.09211730957031
mp-10178,21.0,27.478506088256836
mp-7204,32.0,25.742177963256836
mp-15651,45.0,38.81486892700195
mp-11834,38.0,38.52565002441406
mp-554355,29.0,46.56637191772461
mp-761285,51.0,39.63103485107422
mp-510076,5.0,4.2740631103515625
mp-20994,117.0,96.5679931640625
mp-715493,34.0,55.61796569824219
mp-989536,33.0,21.109722137451172
mp-1727,39.0,35.90662384033203
mp-997041,22.0,19.07917022705078
mp-1441,5.0,16.693851470947266
mp-2285,35.0,35.19324493408203
mp-1658,32.0,39.799659729003906
mp-977425,94.0,96.9214096069336
mp-10873,23.0,36.711849212646484
mp-475,59.0,31.903396606445312
mp-758052,15.0,25.99095344543457
mp-971682,72.0,65.14588928222656
mp-567276,39.0,38.10468292236328
mvc-15989,57.0,55.47991180419922
mp-18972,72.0,67.99427795410156
mp-1002183,114.0,164.96881103515625
mp-625,51.0,45.274620056152344
mp-19276,23.0,16.556644439697266
mp-19821,82.0,119.09048461914062
mp-4953,27.0,25.50278091430664
mp-567655,18.0,19.287147521972656
mp-866224,65.0,83.654296875
mp-19833,16.0,14.250679016113281
mp-28166,13.0,9.024730682373047
mp-1604,58.0,38.928855895996094
mp-1018060,65.0,84.91145324707031
mp-19328,77.0,68.01300048828125
mp-4549,32.0,64.13565826416016
mp-754567,30.0,31.753835678100586
mp-1471,55.0,55.58847427368164
mp-20664,26.0,54.596004486083984
mp-1866,10.0,10.65548324584961
mp-623134,51.0,46.24578857421875
mp-29809,54.0,49.311859130859375
mp-1029531,28.0,31.955808639526367
mp-19870,54.0,67.99500274658203
mp-22271,11.0,19.401905059814453
mp-8911,15.0,18.78008270263672
mp-4656,85.0,81.03779602050781
mp-684679,71.0,59.65900802612305
mp-30933,46.0,36.719810485839844
mp-39105,201.0,173.7917022705078
mp-19414,13.0,11.876728057861328
mp-30744,183.0,183.87637329101562
mp-10736,6.0,27.44997215270996
mp-8001,104.0,91.80003356933594
mp-603640,31.0,42.72367858886719
mp-21040,88.0,81.58627319335938
mp-756638,83.0,72.51588439941406
mp-788,51.0,58.34077072143555
mp-1008866,21.0,25.9229736328125
mp-864661,52.0,37.926753997802734
mp-4608,7.0,16.600753784179688
mp-985285,12.0,25.972841262817383
mp-9306,35.0,30.07525634765625
mp-988,120.0,116.9898681640625
mp-4429,47.0,47.65641784667969
mp-1008903,16.0,27.81847381591797
mp-1025353,44.0,47.131351470947266
mp-754128,71.0,64.53857421875
mp-23471,4.0,10.567787170410156
mp-774155,63.0,66.05646514892578
mp-4584,11.0,19.502323150634766
mp-540783,3.0,7.91607666015625
mp-864932,32.0,38.34375762939453
mp-196,84.0,86.39253234863281
mp-2199,93.0,103.4954605102539
mp-865092,35.0,46.494415283203125
mp-22704,16.0,36.00001525878906
mp-30886,52.0,38.82438659667969
mp-23526,8.0,8.737434387207031
mp-13434,50.0,39.293670654296875
mp-569331,21.0,27.847681045532227
mp-20533,27.0,30.191970825195312
mp-6008,97.0,77.83251953125
mp-10027,52.0,49.52567672729492
mp-72,61.0,34.14684295654297
mp-975405,51.0,40.34172439575195
mp-1014168,7.0,9.811153411865234
mp-20551,58.0,81.71260833740234
mp-2189,21.0,25.747785568237305
mp-1017543,75.0,54.49923324584961
mp-22483,13.0,14.574932098388672
mp-1009458,79.0,61.20365905761719
mp-33683,19.0,19.157649993896484
mp-28843,8.0,9.319805145263672
mp-11489,11.0,15.03519058227539
mp-22631,88.0,90.55917358398438
mp-977059,45.0,41.48612976074219
mp-864877,88.0,78.56071472167969
mp-546125,67.0,53.08995819091797
mp-827,11.0,4.751987457275391
mp-4876,6.0,14.939239501953125
mp-1019089,19.0,16.231678009033203
mp-16886,22.0,19.638134002685547
mp-1018720,67.0,96.24662780761719
mp-771123,72.0,64.21955871582031
mp-557133,21.0,16.943641662597656
mp-2210,31.0,42.569000244140625
mp-924129,73.0,51.86918640136719
mp-865650,94.0,97.00106811523438
mp-558078,31.0,23.500022888183594
mp-762225,20.0,14.739177703857422
mp-4079,83.0,77.43222045898438
mp-977436,68.0,94.878173828125
mp-30353,63.0,57.479156494140625
mp-3595,42.0,37.45478057861328
mp-989580,23.0,19.23999786376953
mp-5538,25.0,29.553874969482422
mp-567832,53.0,45.300323486328125
mp-22660,31.0,32.656394958496094
mp-14791,36.0,12.967456817626953
mp-37307,110.0,85.6153793334961
mp-865872,37.0,41.022762298583984
mp-997617,203.0,187.951904296875
mp-2614,83.0,74.16514587402344
mp-865653,115.0,105.62150573730469
mp-978853,65.0,51.35909652709961
mp-21297,46.0,41.587074279785156
mp-862871,8.0,6.389152526855469
mp-7880,43.0,31.02285385131836
mp-9146,14.0,22.666061401367188
mp-1943,9.0,19.831817626953125
mp-865840,116.0,100.70976257324219
mp-1073,15.0,20.39468002319336
mp-2121,71.0,48.4799690246582
mp-608,83.0,105.22953796386719
mp-649,92.0,102.49960327148438
mp-6074,63.0,20.611724853515625
mp-631305,11.0,46.5916633605957
mp-10905,74.0,63.169586181640625
mp-19128,33.0,30.623916625976562
