Overview of materials for Lead Alloy,"['Aluminum, Al', '0.00100 - 0.0300 %', '0.00100 - 0.0300 %', 'Average value: 0.00623 % Grade Count:62']","['Tensile Strength, Ultimate', '12.0 - 317 MPa', '1740 - 46000 psi', 'Average value: 40.2 MPa Grade Count:133']","['Tensile Strength, Yield', '6.00 - 66.0 MPa', '870 - 9570 psi', 'Average value: 31.1 MPa Grade Count:8']","['Elongation at Break', '2.00 - 101 %', '2.00 - 101 %', 'Average value: 33.1 % Grade Count:75']"
Overview of materials for Lead Alloy,"['Antimony, Sb', '0.000500 - 29.0 %', '0.000500 - 29.0 %', 'Average value: 5.11 % Grade Count:205']","['Tensile Strength, Ultimate', '12.0 - 317 MPa', '1740 - 46000 psi', 'Average value: 40.2 MPa Grade Count:133']","['Tensile Strength, Yield', '6.00 - 66.0 MPa', '870 - 9570 psi', 'Average value: 31.1 MPa Grade Count:8']","['Elongation at Break', '2.00 - 101 %', '2.00 - 101 %', 'Average value: 33.1 % Grade Count:75']"
Overview of materials for Lead Alloy,"['Arsenic, As', '0.000500 - 3.00 %', '0.000500 - 3.00 %', 'Average value: 0.270 % Grade Count:91']","['Tensile Strength, Ultimate', '12.0 - 317 MPa', '1740 - 46000 psi', 'Average value: 40.2 MPa Grade Count:133']","['Tensile Strength, Yield', '6.00 - 66.0 MPa', '870 - 9570 psi', 'Average value: 31.1 MPa Grade Count:8']","['Elongation at Break', '2.00 - 101 %', '2.00 - 101 %', 'Average value: 33.1 % Grade Count:75']"
Overview of materials for Lead Alloy,"['As + Sb + Sn', '0.00200 %', '0.00200 %', 'Average value: 0.00200 % Grade Count:6']","['Tensile Strength, Ultimate', '12.0 - 317 MPa', '1740 - 46000 psi', 'Average value: 40.2 MPa Grade Count:133']","['Tensile Strength, Yield', '6.00 - 66.0 MPa', '870 - 9570 psi', 'Average value: 31.1 MPa Grade Count:8']","['Elongation at Break', '2.00 - 101 %', '2.00 - 101 %', 'Average value: 33.1 % Grade Count:75']"
Overview of materials for Lead Alloy,"['Barium, Ba', '0.0500 - 2.00 %', '0.0500 - 2.00 %', 'Average value: 0.491 % Grade Count:11']","['Tensile Strength, Ultimate', '12.0 - 317 MPa', '1740 - 46000 psi', 'Average value: 40.2 MPa Grade Count:133']","['Tensile Strength, Yield', '6.00 - 66.0 MPa', '870 - 9570 psi', 'Average value: 31.1 MPa Grade Count:8']","['Elongation at Break', '2.00 - 101 %', '2.00 - 101 %', 'Average value: 33.1 % Grade Count:75']"
Overview of materials for Lead Alloy,"['Bismuth, Bi', '0.00500 - 55.5 %', '0.00500 - 55.5 %', 'Average value: 6.62 % Grade Count:100']","['Tensile Strength, Ultimate', '12.0 - 317 MPa', '1740 - 46000 psi', 'Average value: 40.2 MPa Grade Count:133']","['Tensile Strength, Yield', '6.00 - 66.0 MPa', '870 - 9570 psi', 'Average value: 31.1 MPa Grade Count:8']","['Elongation at Break', '2.00 - 101 %', '2.00 - 101 %', 'Average value: 33.1 % Grade Count:75']"
Overview of materials for Lead Alloy,"['Cadmium, Cd', '0.000500 - 17.0 %', '0.000500 - 17.0 %', 'Average value: 1.09 % Grade Count:35']","['Tensile Strength, Ultimate', '12.0 - 317 MPa', '1740 - 46000 psi', 'Average value: 40.2 MPa Grade Count:133']","['Tensile Strength, Yield', '6.00 - 66.0 MPa', '870 - 9570 psi', 'Average value: 31.1 MPa Grade Count:8']","['Elongation at Break', '2.00 - 101 %', '2.00 - 101 %', 'Average value: 33.1 % Grade Count:75']"
Overview of materials for Lead Alloy,"['Calcium, Ca', '0.00800 - 6.00 %', '0.00800 - 6.00 %', 'Average value: 0.376 % Grade Count:41']","['Tensile Strength, Ultimate', '12.0 - 317 MPa', '1740 - 46000 psi', 'Average value: 40.2 MPa Grade Count:133']","['Tensile Strength, Yield', '6.00 - 66.0 MPa', '870 - 9570 psi', 'Average value: 31.1 MPa Grade Count:8']","['Elongation at Break', '2.00 - 101 %', '2.00 - 101 %', 'Average value: 33.1 % Grade Count:75']"
Overview of materials for Lead Alloy,"['Copper, Cu', '0.000500 - 55.0 %', '0.000500 - 55.0 %', 'Average value: 0.724 % Grade Count:89']","['Tensile Strength, Ultimate', '12.0 - 317 MPa', '1740 - 46000 psi', 'Average value: 40.2 MPa Grade Count:133']","['Tensile Strength, Yield', '6.00 - 66.0 MPa', '870 - 9570 psi', 'Average value: 31.1 MPa Grade Count:8']","['Elongation at Break', '2.00 - 101 %', '2.00 - 101 %', 'Average value: 33.1 % Grade Count:75']"
Overview of materials for Lead Alloy,"['Indium, In', '1.00 - 60.0 %', '1.00 - 60.0 %', 'Average value: 21.1 % Grade Count:40']","['Tensile Strength, Ultimate', '12.0 - 317 MPa', '1740 - 46000 psi', 'Average value: 40.2 MPa Grade Count:133']","['Tensile Strength, Yield', '6.00 - 66.0 MPa', '870 - 9570 psi', 'Average value: 31.1 MPa Grade Count:8']","['Elongation at Break', '2.00 - 101 %', '2.00 - 101 %', 'Average value: 33.1 % Grade Count:75']"
Overview of materials for Lead Alloy,"['Iron, Fe', '0.000500 - 0.350 %', '0.000500 - 0.350 %', 'Average value: 0.0278 % Grade Count:65']","['Tensile Strength, Ultimate', '12.0 - 317 MPa', '1740 - 46000 psi', 'Average value: 40.2 MPa Grade Count:133']","['Tensile Strength, Yield', '6.00 - 66.0 MPa', '870 - 9570 psi', 'Average value: 31.1 MPa Grade Count:8']","['Elongation at Break', '2.00 - 101 %', '2.00 - 101 %', 'Average value: 33.1 % Grade Count:75']"
Overview of materials for Lead Alloy,"['Lead, Pb', '22.6 - 100 %', '22.6 - 100 %', 'Average value: 81.8 % Grade Count:444']","['Tensile Strength, Ultimate', '12.0 - 317 MPa', '1740 - 46000 psi', 'Average value: 40.2 MPa Grade Count:133']","['Tensile Strength, Yield', '6.00 - 66.0 MPa', '870 - 9570 psi', 'Average value: 31.1 MPa Grade Count:8']","['Elongation at Break', '2.00 - 101 %', '2.00 - 101 %', 'Average value: 33.1 % Grade Count:75']"
Overview of materials for Lead Alloy,"['Lithium, Li', '0.0100 - 0.700 %', '0.0100 - 0.700 %', 'Average value: 0.151 % Grade Count:14']","['Tensile Strength, Ultimate', '12.0 - 317 MPa', '1740 - 46000 psi', 'Average value: 40.2 MPa Grade Count:133']","['Tensile Strength, Yield', '6.00 - 66.0 MPa', '870 - 9570 psi', 'Average value: 31.1 MPa Grade Count:8']","['Elongation at Break', '2.00 - 101 %', '2.00 - 101 %', 'Average value: 33.1 % Grade Count:75']"
Overview of materials for Lead Alloy,"['Nickel, Ni', '0.000500 %', '0.000500 %', 'Average value: 0.000500 % Grade Count:4']","['Tensile Strength, Ultimate', '12.0 - 317 MPa', '1740 - 46000 psi', 'Average value: 40.2 MPa Grade Count:133']","['Tensile Strength, Yield', '6.00 - 66.0 MPa', '870 - 9570 psi', 'Average value: 31.1 MPa Grade Count:8']","['Elongation at Break', '2.00 - 101 %', '2.00 - 101 %', 'Average value: 33.1 % Grade Count:75']"
Overview of materials for Lead Alloy,"['Selenium, Se', '0.0200 %', '0.0200 %', 'Average value: 0.0200 % Grade Count:3']","['Tensile Strength, Ultimate', '12.0 - 317 MPa', '1740 - 46000 psi', 'Average value: 40.2 MPa Grade Count:133']","['Tensile Strength, Yield', '6.00 - 66.0 MPa', '870 - 9570 psi', 'Average value: 31.1 MPa Grade Count:8']","['Elongation at Break', '2.00 - 101 %', '2.00 - 101 %', 'Average value: 33.1 % Grade Count:75']"
Overview of materials for Lead Alloy,"['Silver, Ag', '0.000100 - 40.0 %', '0.000100 - 40.0 %', 'Average value: 2.33 % Grade Count:88']","['Tensile Strength, Ultimate', '12.0 - 317 MPa', '1740 - 46000 psi', 'Average value: 40.2 MPa Grade Count:133']","['Tensile Strength, Yield', '6.00 - 66.0 MPa', '870 - 9570 psi', 'Average value: 31.1 MPa Grade Count:8']","['Elongation at Break', '2.00 - 101 %', '2.00 - 101 %', 'Average value: 33.1 % Grade Count:75']"
Overview of materials for Lead Alloy,"['Strontium, Sr', '0.0600 - 2.00 %', '0.0600 - 2.00 %', 'Average value: 0.605 % Grade Count:4']","['Tensile Strength, Ultimate', '12.0 - 317 MPa', '1740 - 46000 psi', 'Average value: 40.2 MPa Grade Count:133']","['Tensile Strength, Yield', '6.00 - 66.0 MPa', '870 - 9570 psi', 'Average value: 31.1 MPa Grade Count:8']","['Elongation at Break', '2.00 - 101 %', '2.00 - 101 %', 'Average value: 33.1 % Grade Count:75']"
Overview of materials for Lead Alloy,"['Sulfur, S', '0.00100 - 0.500 %', '0.00100 - 0.500 %', 'Average value: 0.0359 % Grade Count:16']","['Tensile Strength, Ultimate', '12.0 - 317 MPa', '1740 - 46000 psi', 'Average value: 40.2 MPa Grade Count:133']","['Tensile Strength, Yield', '6.00 - 66.0 MPa', '870 - 9570 psi', 'Average value: 31.1 MPa Grade Count:8']","['Elongation at Break', '2.00 - 101 %', '2.00 - 101 %', 'Average value: 33.1 % Grade Count:75']"
