,,"Aluminum 6069-T6, 0.75 in x 2.2 in. Bar, Hot Hollow Extrusion, Average Tensile Values","['Aluminum, Al', '94.8 - 97.5 %', '94.8 - 97.5 %', 'As remainder']","['Tensile Strength, Ultimate', '469 MPa', '68000 psi', 'Longitudinal']","['Tensile Strength, Yield', '441 MPa', '64000 psi', 'Longitudinal']","['Elongation at Break', '14.5 %', '14.5 %', 'Longitudinal']"
,,"Aluminum 6069-T6, 0.75 in x 2.2 in. Bar, Hot Hollow Extrusion, Average Tensile Values","['Chromium, Cr', '0.05 - 0.30 %', '0.05 - 0.30 %', '']","['Tensile Strength, Ultimate', '469 MPa', '68000 psi', 'Longitudinal']","['Tensile Strength, Yield', '441 MPa', '64000 psi', 'Longitudinal']","['Elongation at Break', '14.5 %', '14.5 %', 'Longitudinal']"
,,"Aluminum 6069-T6, 0.75 in x 2.2 in. Bar, Hot Hollow Extrusion, Average Tensile Values","['Copper, Cu', '0.55 - 1.0 %', '0.55 - 1.0 %', '']","['Tensile Strength, Ultimate', '469 MPa', '68000 psi', 'Longitudinal']","['Tensile Strength, Yield', '441 MPa', '64000 psi', 'Longitudinal']","['Elongation at Break', '14.5 %', '14.5 %', 'Longitudinal']"
,,"Aluminum 6069-T6, 0.75 in x 2.2 in. Bar, Hot Hollow Extrusion, Average Tensile Values","['Iron, Fe', '<= 0.40 %', '<= 0.40 %', '']","['Tensile Strength, Ultimate', '469 MPa', '68000 psi', 'Longitudinal']","['Tensile Strength, Yield', '441 MPa', '64000 psi', 'Longitudinal']","['Elongation at Break', '14.5 %', '14.5 %', 'Longitudinal']"
,,"Aluminum 6069-T6, 0.75 in x 2.2 in. Bar, Hot Hollow Extrusion, Average Tensile Values","['Magnesium, Mg', '1.2 - 1.6 %', '1.2 - 1.6 %', '']","['Tensile Strength, Ultimate', '469 MPa', '68000 psi', 'Longitudinal']","['Tensile Strength, Yield', '441 MPa', '64000 psi', 'Longitudinal']","['Elongation at Break', '14.5 %', '14.5 %', 'Longitudinal']"
,,"Aluminum 6069-T6, 0.75 in x 2.2 in. Bar, Hot Hollow Extrusion, Average Tensile Values","['Manganese, Mn', '<= 0.05 %', '<= 0.05 %', '']","['Tensile Strength, Ultimate', '469 MPa', '68000 psi', 'Longitudinal']","['Tensile Strength, Yield', '441 MPa', '64000 psi', 'Longitudinal']","['Elongation at Break', '14.5 %', '14.5 %', 'Longitudinal']"
,,"Aluminum 6069-T6, 0.75 in x 2.2 in. Bar, Hot Hollow Extrusion, Average Tensile Values","['Other, each', '<= 0.05 %', '<= 0.05 %', '']","['Tensile Strength, Ultimate', '469 MPa', '68000 psi', 'Longitudinal']","['Tensile Strength, Yield', '441 MPa', '64000 psi', 'Longitudinal']","['Elongation at Break', '14.5 %', '14.5 %', 'Longitudinal']"
,,"Aluminum 6069-T6, 0.75 in x 2.2 in. Bar, Hot Hollow Extrusion, Average Tensile Values","['Other, total', '<= 0.15 %', '<= 0.15 %', '']","['Tensile Strength, Ultimate', '469 MPa', '68000 psi', 'Longitudinal']","['Tensile Strength, Yield', '441 MPa', '64000 psi', 'Longitudinal']","['Elongation at Break', '14.5 %', '14.5 %', 'Longitudinal']"
,,"Aluminum 6069-T6, 0.75 in x 2.2 in. Bar, Hot Hollow Extrusion, Average Tensile Values","['Silicon, Si', '0.60 - 1.2 %', '0.60 - 1.2 %', '']","['Tensile Strength, Ultimate', '469 MPa', '68000 psi', 'Longitudinal']","['Tensile Strength, Yield', '441 MPa', '64000 psi', 'Longitudinal']","['Elongation at Break', '14.5 %', '14.5 %', 'Longitudinal']"
,,"Aluminum 6069-T6, 0.75 in x 2.2 in. Bar, Hot Hollow Extrusion, Average Tensile Values","['Strontium, Sr', '<= 0.05 %', '<= 0.05 %', '']","['Tensile Strength, Ultimate', '469 MPa', '68000 psi', 'Longitudinal']","['Tensile Strength, Yield', '441 MPa', '64000 psi', 'Longitudinal']","['Elongation at Break', '14.5 %', '14.5 %', 'Longitudinal']"
