4440,88.8,Aluminum 7050-T7451 (7050-T73651),"['Aluminum, Al', '87.3 - 90.3 %', '87.3 - 90.3 %', 'As remainder']","['Tensile Strength, Ultimate', '524 MPa', '76000 psi', 'AA; Typical']","['Tensile Strength, Yield', '469 MPa', '68000 psi', 'AA; Typical']","['Elongation at Break', '11 %@Diameter 12.7 mm', '11 %@Diameter 0.500 in', 'AA; Typical']"
2,0.04,Aluminum 7050-T7451 (7050-T73651),"['Chromium, Cr', '<= 0.04 %', '<= 0.04 %', '']","['Tensile Strength, Ultimate', '524 MPa', '76000 psi', 'AA; Typical']","['Tensile Strength, Yield', '469 MPa', '68000 psi', 'AA; Typical']","['Elongation at Break', '11 %@Diameter 12.7 mm', '11 %@Diameter 0.500 in', 'AA; Typical']"
115,2.3,Aluminum 7050-T7451 (7050-T73651),"['Copper, Cu', '2.0 - 2.6 %', '2.0 - 2.6 %', '']","['Tensile Strength, Ultimate', '524 MPa', '76000 psi', 'AA; Typical']","['Tensile Strength, Yield', '469 MPa', '68000 psi', 'AA; Typical']","['Elongation at Break', '11 %@Diameter 12.7 mm', '11 %@Diameter 0.500 in', 'AA; Typical']"
7.5,0.15,Aluminum 7050-T7451 (7050-T73651),"['Iron, Fe', '<= 0.15 %', '<= 0.15 %', '']","['Tensile Strength, Ultimate', '524 MPa', '76000 psi', 'AA; Typical']","['Tensile Strength, Yield', '469 MPa', '68000 psi', 'AA; Typical']","['Elongation at Break', '11 %@Diameter 12.7 mm', '11 %@Diameter 0.500 in', 'AA; Typical']"
112.5,2.25,Aluminum 7050-T7451 (7050-T73651),"['Magnesium, Mg', '1.9 - 2.6 %', '1.9 - 2.6 %', '']","['Tensile Strength, Ultimate', '524 MPa', '76000 psi', 'AA; Typical']","['Tensile Strength, Yield', '469 MPa', '68000 psi', 'AA; Typical']","['Elongation at Break', '11 %@Diameter 12.7 mm', '11 %@Diameter 0.500 in', 'AA; Typical']"
5,0.1,Aluminum 7050-T7451 (7050-T73651),"['Manganese, Mn', '<= 0.10 %', '<= 0.10 %', '']","['Tensile Strength, Ultimate', '524 MPa', '76000 psi', 'AA; Typical']","['Tensile Strength, Yield', '469 MPa', '68000 psi', 'AA; Typical']","['Elongation at Break', '11 %@Diameter 12.7 mm', '11 %@Diameter 0.500 in', 'AA; Typical']"
0,,Aluminum 7050-T7451 (7050-T73651),"['Other, each', '<= 0.05 %', '<= 0.05 %', '']","['Tensile Strength, Ultimate', '524 MPa', '76000 psi', 'AA; Typical']","['Tensile Strength, Yield', '469 MPa', '68000 psi', 'AA; Typical']","['Elongation at Break', '11 %@Diameter 12.7 mm', '11 %@Diameter 0.500 in', 'AA; Typical']"
0,,Aluminum 7050-T7451 (7050-T73651),"['Other, total', '<= 0.15 %', '<= 0.15 %', '']","['Tensile Strength, Ultimate', '524 MPa', '76000 psi', 'AA; Typical']","['Tensile Strength, Yield', '469 MPa', '68000 psi', 'AA; Typical']","['Elongation at Break', '11 %@Diameter 12.7 mm', '11 %@Diameter 0.500 in', 'AA; Typical']"
6,0.12,Aluminum 7050-T7451 (7050-T73651),"['Silicon, Si', '<= 0.12 %', '<= 0.12 %', '']","['Tensile Strength, Ultimate', '524 MPa', '76000 psi', 'AA; Typical']","['Tensile Strength, Yield', '469 MPa', '68000 psi', 'AA; Typical']","['Elongation at Break', '11 %@Diameter 12.7 mm', '11 %@Diameter 0.500 in', 'AA; Typical']"
3,0.06,Aluminum 7050-T7451 (7050-T73651),"['Titanium, Ti', '<= 0.06 %', '<= 0.06 %', '']","['Tensile Strength, Ultimate', '524 MPa', '76000 psi', 'AA; Typical']","['Tensile Strength, Yield', '469 MPa', '68000 psi', 'AA; Typical']","['Elongation at Break', '11 %@Diameter 12.7 mm', '11 %@Diameter 0.500 in', 'AA; Typical']"
