Aluminum - SiC Metal Matrix Composite,"['Modulus of Elasticity', '100 - 200 GPa', '14500 - 29000 ksi', '']","['Tensile Strength, Ultimate', '250 - 650 MPa', '36300 - 94300 psi', '']","['Tensile Strength, Yield', '250 - 500 MPa', '36300 - 72500 psi', '']","['Elongation at Break', '2 - 6 %', '2 - 6 %', '']"
Aluminum - SiC Metal Matrix Composite,"['Flexural Strength', '230 - 500 MPa', '33400 - 72500 psi', '']","['Tensile Strength, Ultimate', '250 - 650 MPa', '36300 - 94300 psi', '']","['Tensile Strength, Yield', '250 - 500 MPa', '36300 - 72500 psi', '']","['Elongation at Break', '2 - 6 %', '2 - 6 %', '']"
Aluminum - SiC Metal Matrix Composite,"['Poissons Ratio', '0.22 - 0.29', '0.22 - 0.29', '']","['Tensile Strength, Ultimate', '250 - 650 MPa', '36300 - 94300 psi', '']","['Tensile Strength, Yield', '250 - 500 MPa', '36300 - 72500 psi', '']","['Elongation at Break', '2 - 6 %', '2 - 6 %', '']"
Aluminum - SiC Metal Matrix Composite,"['Fatigue Strength', '200 - 450 MPa', '29000 - 65300 psi', '']","['Tensile Strength, Ultimate', '250 - 650 MPa', '36300 - 94300 psi', '']","['Tensile Strength, Yield', '250 - 500 MPa', '36300 - 72500 psi', '']","['Elongation at Break', '2 - 6 %', '2 - 6 %', '']"
Aluminum - SiC Metal Matrix Composite,"['Fracture Toughness', '10.0 - 20.0 MPa-m½', '9.10 - 18.2 ksi-in½', '']","['Tensile Strength, Ultimate', '250 - 650 MPa', '36300 - 94300 psi', '']","['Tensile Strength, Yield', '250 - 500 MPa', '36300 - 72500 psi', '']","['Elongation at Break', '2 - 6 %', '2 - 6 %', '']"
Aluminum - SiC Metal Matrix Composite,"['Shear Modulus', '45.0 - 55.0 GPa', '6530 - 7980 ksi', '']","['Tensile Strength, Ultimate', '250 - 650 MPa', '36300 - 94300 psi', '']","['Tensile Strength, Yield', '250 - 500 MPa', '36300 - 72500 psi', '']","['Elongation at Break', '2 - 6 %', '2 - 6 %', '']"
Aluminum - SiC Metal Matrix Composite,"['Electrical Properties', 'Metric', 'English', 'Comments']","['Tensile Strength, Ultimate', '250 - 650 MPa', '36300 - 94300 psi', '']","['Tensile Strength, Yield', '250 - 500 MPa', '36300 - 72500 psi', '']","['Elongation at Break', '2 - 6 %', '2 - 6 %', '']"
Aluminum - SiC Metal Matrix Composite,"['Electrical Resistivity', '0.000009 ohm-cm', '0.000009 ohm-cm', '']","['Tensile Strength, Ultimate', '250 - 650 MPa', '36300 - 94300 psi', '']","['Tensile Strength, Yield', '250 - 500 MPa', '36300 - 72500 psi', '']","['Elongation at Break', '2 - 6 %', '2 - 6 %', '']"
Aluminum - SiC Metal Matrix Composite,"['Thermal Properties', 'Metric', 'English', 'Comments']","['Tensile Strength, Ultimate', '250 - 650 MPa', '36300 - 94300 psi', '']","['Tensile Strength, Yield', '250 - 500 MPa', '36300 - 72500 psi', '']","['Elongation at Break', '2 - 6 %', '2 - 6 %', '']"
Aluminum - SiC Metal Matrix Composite,"['CTE, linear', '6.00 - 16.0 µm/m-°C@Temperature 25.0 - 100 °C', '3.33 - 8.89 µin/in-°F@Temperature 77.0 - 212 °F', '']","['Tensile Strength, Ultimate', '250 - 650 MPa', '36300 - 94300 psi', '']","['Tensile Strength, Yield', '250 - 500 MPa', '36300 - 72500 psi', '']","['Elongation at Break', '2 - 6 %', '2 - 6 %', '']"
Aluminum - SiC Metal Matrix Composite,"['Specific Heat Capacity', '0.700 - 0.850 J/g-°C', '0.167 - 0.203 BTU/lb-°F', '']","['Tensile Strength, Ultimate', '250 - 650 MPa', '36300 - 94300 psi', '']","['Tensile Strength, Yield', '250 - 500 MPa', '36300 - 72500 psi', '']","['Elongation at Break', '2 - 6 %', '2 - 6 %', '']"
Aluminum - SiC Metal Matrix Composite,"['Thermal Conductivity', '150 - 250 W/m-K', '1040 - 1740 BTU-in/hr-ft²-°F', '']","['Tensile Strength, Ultimate', '250 - 650 MPa', '36300 - 94300 psi', '']","['Tensile Strength, Yield', '250 - 500 MPa', '36300 - 72500 psi', '']","['Elongation at Break', '2 - 6 %', '2 - 6 %', '']"
Aluminum - SiC Metal Matrix Composite,['Descriptive Properties'],"['Tensile Strength, Ultimate', '250 - 650 MPa', '36300 - 94300 psi', '']","['Tensile Strength, Yield', '250 - 500 MPa', '36300 - 72500 psi', '']","['Elongation at Break', '2 - 6 %', '2 - 6 %', '']"
Materion AMC225XE T4 Aluminum/Silicon Carbide MMC Forged Plate,"['Tensile Modulus', '115 GPa', '16700 ksi', '']","['Tensile Strength, Ultimate', '659 MPa', '95600 psi', 'statistical analysis gives AVG -3STD at 620 MPa']","['Tensile Strength, Yield', '464 MPa@Strain 0.200 %', '67300 psi@Strain 0.200 %', 'statistical analysis gives AVG-3STD at 417 MPa']","['Elongation at Break', '4.0 %', '4.0 %', 'in 50 mm']"
Materion AMC225XE T4 Aluminum/Silicon Carbide MMC Forged Plate,"['Poissons Ratio', '0.30', '0.30', '']","['Tensile Strength, Ultimate', '659 MPa', '95600 psi', 'statistical analysis gives AVG -3STD at 620 MPa']","['Tensile Strength, Yield', '464 MPa@Strain 0.200 %', '67300 psi@Strain 0.200 %', 'statistical analysis gives AVG-3STD at 417 MPa']","['Elongation at Break', '4.0 %', '4.0 %', 'in 50 mm']"
Materion AMC225XE T4 Aluminum/Silicon Carbide MMC Forged Plate,"['Fatigue Strength', '210 MPa@# of Cycles 100000', '30500 psi@# of Cycles 100000', 'R=-1, Kt=1.75']","['Tensile Strength, Ultimate', '659 MPa', '95600 psi', 'statistical analysis gives AVG -3STD at 620 MPa']","['Tensile Strength, Yield', '464 MPa@Strain 0.200 %', '67300 psi@Strain 0.200 %', 'statistical analysis gives AVG-3STD at 417 MPa']","['Elongation at Break', '4.0 %', '4.0 %', 'in 50 mm']"
Materion AMC225XE T4 Aluminum/Silicon Carbide MMC Forged Plate,"['', '300 MPa@# of Cycles 1.00e+7', '43500 psi@# of Cycles 1.00e+7', 'RB  R=-1']","['Tensile Strength, Ultimate', '659 MPa', '95600 psi', 'statistical analysis gives AVG -3STD at 620 MPa']","['Tensile Strength, Yield', '464 MPa@Strain 0.200 %', '67300 psi@Strain 0.200 %', 'statistical analysis gives AVG-3STD at 417 MPa']","['Elongation at Break', '4.0 %', '4.0 %', 'in 50 mm']"
Materion AMC225XE T4 Aluminum/Silicon Carbide MMC Forged Plate,"['', '430 MPa@# of Cycles 100000', '62400 psi@# of Cycles 100000', 'R=-1, Kt=1']","['Tensile Strength, Ultimate', '659 MPa', '95600 psi', 'statistical analysis gives AVG -3STD at 620 MPa']","['Tensile Strength, Yield', '464 MPa@Strain 0.200 %', '67300 psi@Strain 0.200 %', 'statistical analysis gives AVG-3STD at 417 MPa']","['Elongation at Break', '4.0 %', '4.0 %', 'in 50 mm']"
Materion AMC225XE T4 Aluminum/Silicon Carbide MMC Forged Plate,"['Fracture Toughness', '18.0 - 20.0 MPa-m½', '16.4 - 18.2 ksi-in½', '']","['Tensile Strength, Ultimate', '659 MPa', '95600 psi', 'statistical analysis gives AVG -3STD at 620 MPa']","['Tensile Strength, Yield', '464 MPa@Strain 0.200 %', '67300 psi@Strain 0.200 %', 'statistical analysis gives AVG-3STD at 417 MPa']","['Elongation at Break', '4.0 %', '4.0 %', 'in 50 mm']"
Materion AMC225XE T4 Aluminum/Silicon Carbide MMC Forged Plate,"['Shear Modulus', '44.0 GPa', '6380 ksi', 'Estimated from similar metals.']","['Tensile Strength, Ultimate', '659 MPa', '95600 psi', 'statistical analysis gives AVG -3STD at 620 MPa']","['Tensile Strength, Yield', '464 MPa@Strain 0.200 %', '67300 psi@Strain 0.200 %', 'statistical analysis gives AVG-3STD at 417 MPa']","['Elongation at Break', '4.0 %', '4.0 %', 'in 50 mm']"
Materion AMC225XE T4 Aluminum/Silicon Carbide MMC Forged Plate,"['Electrical Properties', 'Metric', 'English', 'Comments']","['Tensile Strength, Ultimate', '659 MPa', '95600 psi', 'statistical analysis gives AVG -3STD at 620 MPa']","['Tensile Strength, Yield', '464 MPa@Strain 0.200 %', '67300 psi@Strain 0.200 %', 'statistical analysis gives AVG-3STD at 417 MPa']","['Elongation at Break', '4.0 %', '4.0 %', 'in 50 mm']"
Materion AMC225XE T4 Aluminum/Silicon Carbide MMC Forged Plate,"['Electrical Resistivity', '0.00000900 ohm-cm', '0.00000900 ohm-cm', '']","['Tensile Strength, Ultimate', '659 MPa', '95600 psi', 'statistical analysis gives AVG -3STD at 620 MPa']","['Tensile Strength, Yield', '464 MPa@Strain 0.200 %', '67300 psi@Strain 0.200 %', 'statistical analysis gives AVG-3STD at 417 MPa']","['Elongation at Break', '4.0 %', '4.0 %', 'in 50 mm']"
Materion AMC225XE T4 Aluminum/Silicon Carbide MMC Forged Plate,"['Thermal Properties', 'Metric', 'English', 'Comments']","['Tensile Strength, Ultimate', '659 MPa', '95600 psi', 'statistical analysis gives AVG -3STD at 620 MPa']","['Tensile Strength, Yield', '464 MPa@Strain 0.200 %', '67300 psi@Strain 0.200 %', 'statistical analysis gives AVG-3STD at 417 MPa']","['Elongation at Break', '4.0 %', '4.0 %', 'in 50 mm']"
Materion AMC225XE T4 Aluminum/Silicon Carbide MMC Forged Plate,"['CTE, linear', '15.5 µm/m-°C@Temperature -100 - 100 °C', '8.61 µin/in-°F@Temperature -148 - 212 °F', '']","['Tensile Strength, Ultimate', '659 MPa', '95600 psi', 'statistical analysis gives AVG -3STD at 620 MPa']","['Tensile Strength, Yield', '464 MPa@Strain 0.200 %', '67300 psi@Strain 0.200 %', 'statistical analysis gives AVG-3STD at 417 MPa']","['Elongation at Break', '4.0 %', '4.0 %', 'in 50 mm']"
Materion AMC225XE T4 Aluminum/Silicon Carbide MMC Forged Plate,"['Specific Heat Capacity', '0.836 J/g-°C', '0.200 BTU/lb-°F', '']","['Tensile Strength, Ultimate', '659 MPa', '95600 psi', 'statistical analysis gives AVG -3STD at 620 MPa']","['Tensile Strength, Yield', '464 MPa@Strain 0.200 %', '67300 psi@Strain 0.200 %', 'statistical analysis gives AVG-3STD at 417 MPa']","['Elongation at Break', '4.0 %', '4.0 %', 'in 50 mm']"
Materion AMC225XE T4 Aluminum/Silicon Carbide MMC Forged Plate,"['Thermal Conductivity', '150 W/m-K@Temperature 0.000 - 100 °C', '1040 BTU-in/hr-ft²-°F@Temperature 32.0 - 212 °F', '']","['Tensile Strength, Ultimate', '659 MPa', '95600 psi', 'statistical analysis gives AVG -3STD at 620 MPa']","['Tensile Strength, Yield', '464 MPa@Strain 0.200 %', '67300 psi@Strain 0.200 %', 'statistical analysis gives AVG-3STD at 417 MPa']","['Elongation at Break', '4.0 %', '4.0 %', 'in 50 mm']"
Materion AMC225XE T4 Aluminum/Silicon Carbide MMC Forged Plate,"['Melting Point', '548 - 660 °C', '1020 - 1220 °F', '']","['Tensile Strength, Ultimate', '659 MPa', '95600 psi', 'statistical analysis gives AVG -3STD at 620 MPa']","['Tensile Strength, Yield', '464 MPa@Strain 0.200 %', '67300 psi@Strain 0.200 %', 'statistical analysis gives AVG-3STD at 417 MPa']","['Elongation at Break', '4.0 %', '4.0 %', 'in 50 mm']"
Materion AMC225XE T4 Aluminum/Silicon Carbide MMC Forged Plate,"['Solidus', '548 °C', '1020 °F', '']","['Tensile Strength, Ultimate', '659 MPa', '95600 psi', 'statistical analysis gives AVG -3STD at 620 MPa']","['Tensile Strength, Yield', '464 MPa@Strain 0.200 %', '67300 psi@Strain 0.200 %', 'statistical analysis gives AVG-3STD at 417 MPa']","['Elongation at Break', '4.0 %', '4.0 %', 'in 50 mm']"
Materion AMC225XE T4 Aluminum/Silicon Carbide MMC Forged Plate,"['Liquidus', '660 °C', '1220 °F', '']","['Tensile Strength, Ultimate', '659 MPa', '95600 psi', 'statistical analysis gives AVG -3STD at 620 MPa']","['Tensile Strength, Yield', '464 MPa@Strain 0.200 %', '67300 psi@Strain 0.200 %', 'statistical analysis gives AVG-3STD at 417 MPa']","['Elongation at Break', '4.0 %', '4.0 %', 'in 50 mm']"
Materion AMC225XE T4 Aluminum/Silicon Carbide MMC Extruded Bar,"['Tensile Modulus', '115 GPa', '16700 ksi', '']","['Tensile Strength, Ultimate', '690 MPa', '100000 psi', 'statistical analysis gives AVG -3STD at 626 MPa']","['Tensile Strength, Yield', '487 MPa@Strain 0.200 %', '70600 psi@Strain 0.200 %', 'statistical analysis gives AVG-3STD at 438 MPa']","['Elongation at Break', '5.0 %', '5.0 %', 'in 25 mm']"
Materion AMC225XE T4 Aluminum/Silicon Carbide MMC Extruded Bar,"['Poissons Ratio', '0.30', '0.30', '']","['Tensile Strength, Ultimate', '690 MPa', '100000 psi', 'statistical analysis gives AVG -3STD at 626 MPa']","['Tensile Strength, Yield', '487 MPa@Strain 0.200 %', '70600 psi@Strain 0.200 %', 'statistical analysis gives AVG-3STD at 438 MPa']","['Elongation at Break', '5.0 %', '5.0 %', 'in 25 mm']"
