Titanium Grade 2,"['Carbon, C', '<= 0.10 %', '<= 0.10 %', '']","['Tensile Strength, Ultimate', '344 MPa', '49900 psi', '']","['Tensile Strength, Yield', '276 - 448 MPa', '40000 - 65000 psi', '']","['Elongation at Break', '20 %', '20 %', '']"
Titanium Grade 2,"['Hydrogen, H', '<= 0.015 %', '<= 0.015 %', '']","['Tensile Strength, Ultimate', '344 MPa', '49900 psi', '']","['Tensile Strength, Yield', '276 - 448 MPa', '40000 - 65000 psi', '']","['Elongation at Break', '20 %', '20 %', '']"
Titanium Grade 2,"['Iron, Fe', '<= 0.30 %', '<= 0.30 %', '']","['Tensile Strength, Ultimate', '344 MPa', '49900 psi', '']","['Tensile Strength, Yield', '276 - 448 MPa', '40000 - 65000 psi', '']","['Elongation at Break', '20 %', '20 %', '']"
Titanium Grade 2,"['Nitrogen, N', '<= 0.030 %', '<= 0.030 %', '']","['Tensile Strength, Ultimate', '344 MPa', '49900 psi', '']","['Tensile Strength, Yield', '276 - 448 MPa', '40000 - 65000 psi', '']","['Elongation at Break', '20 %', '20 %', '']"
Titanium Grade 2,"['Other, total', '<= 0.30 %', '<= 0.30 %', '']","['Tensile Strength, Ultimate', '344 MPa', '49900 psi', '']","['Tensile Strength, Yield', '276 - 448 MPa', '40000 - 65000 psi', '']","['Elongation at Break', '20 %', '20 %', '']"
Titanium Grade 2,"['Oxygen, O', '<= 0.25 %', '<= 0.25 %', '']","['Tensile Strength, Ultimate', '344 MPa', '49900 psi', '']","['Tensile Strength, Yield', '276 - 448 MPa', '40000 - 65000 psi', '']","['Elongation at Break', '20 %', '20 %', '']"
Titanium Grade 2,"['Titanium, Ti', '>= 98.885 %', '>= 98.885 %', '']","['Tensile Strength, Ultimate', '344 MPa', '49900 psi', '']","['Tensile Strength, Yield', '276 - 448 MPa', '40000 - 65000 psi', '']","['Elongation at Break', '20 %', '20 %', '']"
Titanium Grade 2,['Descriptive Properties'],"['Tensile Strength, Ultimate', '344 MPa', '49900 psi', '']","['Tensile Strength, Yield', '276 - 448 MPa', '40000 - 65000 psi', '']","['Elongation at Break', '20 %', '20 %', '']"
"Titanium Grade 2, Annealed","['Carbon, C', '<= 0.10 %', '<= 0.10 %', '']","['Tensile Strength, Ultimate', '430 MPa', '62400 psi', '']","['Tensile Strength, Yield', '340 MPa', '49300 psi', '']","['Elongation at Break', '28 %', '28 %', '']"
"Titanium Grade 2, Annealed","['Hydrogen, H', '<= 0.015 %', '<= 0.015 %', '']","['Tensile Strength, Ultimate', '430 MPa', '62400 psi', '']","['Tensile Strength, Yield', '340 MPa', '49300 psi', '']","['Elongation at Break', '28 %', '28 %', '']"
"Titanium Grade 2, Annealed","['Iron, Fe', '<= 0.30 %', '<= 0.30 %', '']","['Tensile Strength, Ultimate', '430 MPa', '62400 psi', '']","['Tensile Strength, Yield', '340 MPa', '49300 psi', '']","['Elongation at Break', '28 %', '28 %', '']"
"Titanium Grade 2, Annealed","['Nitrogen, N', '<= 0.030 %', '<= 0.030 %', '']","['Tensile Strength, Ultimate', '430 MPa', '62400 psi', '']","['Tensile Strength, Yield', '340 MPa', '49300 psi', '']","['Elongation at Break', '28 %', '28 %', '']"
"Titanium Grade 2, Annealed","['Other, total', '<= 0.30 %', '<= 0.30 %', '']","['Tensile Strength, Ultimate', '430 MPa', '62400 psi', '']","['Tensile Strength, Yield', '340 MPa', '49300 psi', '']","['Elongation at Break', '28 %', '28 %', '']"
"Titanium Grade 2, Annealed","['Oxygen, O', '<= 0.25 %', '<= 0.25 %', '']","['Tensile Strength, Ultimate', '430 MPa', '62400 psi', '']","['Tensile Strength, Yield', '340 MPa', '49300 psi', '']","['Elongation at Break', '28 %', '28 %', '']"
"Titanium Grade 2, Annealed","['Titanium, Ti', '99.2 %', '99.2 %', '']","['Tensile Strength, Ultimate', '430 MPa', '62400 psi', '']","['Tensile Strength, Yield', '340 MPa', '49300 psi', '']","['Elongation at Break', '28 %', '28 %', '']"
Titanium Grade 3,"['Carbon, C', '<= 0.10 %', '<= 0.10 %', '']","['Tensile Strength, Ultimate', '440 MPa', '63800 psi', '']","['Tensile Strength, Yield', '377 - 520 MPa', '54700 - 75400 psi', '']","['Elongation at Break', '25 %', '25 %', '']"
Titanium Grade 3,"['Hydrogen, H', '<= 0.015 %', '<= 0.015 %', '']","['Tensile Strength, Ultimate', '440 MPa', '63800 psi', '']","['Tensile Strength, Yield', '377 - 520 MPa', '54700 - 75400 psi', '']","['Elongation at Break', '25 %', '25 %', '']"
Titanium Grade 3,"['Iron, Fe', '<= 0.30 %', '<= 0.30 %', '']","['Tensile Strength, Ultimate', '440 MPa', '63800 psi', '']","['Tensile Strength, Yield', '377 - 520 MPa', '54700 - 75400 psi', '']","['Elongation at Break', '25 %', '25 %', '']"
Titanium Grade 3,"['Nitrogen, N', '<= 0.050 %', '<= 0.050 %', '']","['Tensile Strength, Ultimate', '440 MPa', '63800 psi', '']","['Tensile Strength, Yield', '377 - 520 MPa', '54700 - 75400 psi', '']","['Elongation at Break', '25 %', '25 %', '']"
Titanium Grade 3,"['Other, total', '<= 0.30 %', '<= 0.30 %', '']","['Tensile Strength, Ultimate', '440 MPa', '63800 psi', '']","['Tensile Strength, Yield', '377 - 520 MPa', '54700 - 75400 psi', '']","['Elongation at Break', '25 %', '25 %', '']"
Titanium Grade 3,"['Oxygen, O', '<= 0.35 %', '<= 0.35 %', '']","['Tensile Strength, Ultimate', '440 MPa', '63800 psi', '']","['Tensile Strength, Yield', '377 - 520 MPa', '54700 - 75400 psi', '']","['Elongation at Break', '25 %', '25 %', '']"
Titanium Grade 3,"['Titanium, Ti', '>= 98.885 %', '>= 98.885 %', '']","['Tensile Strength, Ultimate', '440 MPa', '63800 psi', '']","['Tensile Strength, Yield', '377 - 520 MPa', '54700 - 75400 psi', '']","['Elongation at Break', '25 %', '25 %', '']"
Titanium Grade 3,['Descriptive Properties'],"['Tensile Strength, Ultimate', '440 MPa', '63800 psi', '']","['Tensile Strength, Yield', '377 - 520 MPa', '54700 - 75400 psi', '']","['Elongation at Break', '25 %', '25 %', '']"
"Titanium Grade 3, Annealed","['Carbon, C', '<= 0.10 %', '<= 0.10 %', '']","['Tensile Strength, Ultimate', '520 MPa', '75400 psi', '']","['Tensile Strength, Yield', '450 MPa', '65300 psi', '']","['Elongation at Break', '25 %', '25 %', '']"
"Titanium Grade 3, Annealed","['Hydrogen, H', '<= 0.015 %', '<= 0.015 %', '']","['Tensile Strength, Ultimate', '520 MPa', '75400 psi', '']","['Tensile Strength, Yield', '450 MPa', '65300 psi', '']","['Elongation at Break', '25 %', '25 %', '']"
"Titanium Grade 3, Annealed","['Iron, Fe', '<= 0.30 %', '<= 0.30 %', '']","['Tensile Strength, Ultimate', '520 MPa', '75400 psi', '']","['Tensile Strength, Yield', '450 MPa', '65300 psi', '']","['Elongation at Break', '25 %', '25 %', '']"
"Titanium Grade 3, Annealed","['Nitrogen, N', '<= 0.050 %', '<= 0.050 %', '']","['Tensile Strength, Ultimate', '520 MPa', '75400 psi', '']","['Tensile Strength, Yield', '450 MPa', '65300 psi', '']","['Elongation at Break', '25 %', '25 %', '']"
"Titanium Grade 3, Annealed","['Other, total', '<= 0.30 %', '<= 0.30 %', '']","['Tensile Strength, Ultimate', '520 MPa', '75400 psi', '']","['Tensile Strength, Yield', '450 MPa', '65300 psi', '']","['Elongation at Break', '25 %', '25 %', '']"
"Titanium Grade 3, Annealed","['Oxygen, O', '<= 0.35 %', '<= 0.35 %', '']","['Tensile Strength, Ultimate', '520 MPa', '75400 psi', '']","['Tensile Strength, Yield', '450 MPa', '65300 psi', '']","['Elongation at Break', '25 %', '25 %', '']"
"Titanium Grade 3, Annealed","['Titanium, Ti', '99.1 %', '99.1 %', '']","['Tensile Strength, Ultimate', '520 MPa', '75400 psi', '']","['Tensile Strength, Yield', '450 MPa', '65300 psi', '']","['Elongation at Break', '25 %', '25 %', '']"
Titanium Grade 4,"['Carbon, C', '<= 0.10 %', '<= 0.10 %', '']","['Tensile Strength, Yield', '480 - 655 MPa', '69600 - 95000 psi', '']","['Elongation at Break', '15 %', '15 %', 'in 50 mm']","['Component Elements Properties', 'Metric', 'English', 'Comments']"
Titanium Grade 4,"['Hydrogen, H', '<= 0.015 %', '<= 0.015 %', '']","['Tensile Strength, Yield', '480 - 655 MPa', '69600 - 95000 psi', '']","['Elongation at Break', '15 %', '15 %', 'in 50 mm']","['Component Elements Properties', 'Metric', 'English', 'Comments']"
Titanium Grade 4,"['Iron, Fe', '<= 0.50 %', '<= 0.50 %', '']","['Tensile Strength, Yield', '480 - 655 MPa', '69600 - 95000 psi', '']","['Elongation at Break', '15 %', '15 %', 'in 50 mm']","['Component Elements Properties', 'Metric', 'English', 'Comments']"
Titanium Grade 4,"['Nitrogen, N', '<= 0.050 %', '<= 0.050 %', '']","['Tensile Strength, Yield', '480 - 655 MPa', '69600 - 95000 psi', '']","['Elongation at Break', '15 %', '15 %', 'in 50 mm']","['Component Elements Properties', 'Metric', 'English', 'Comments']"
Titanium Grade 4,"['Other, each', '<= 0.050 %', '<= 0.050 %', '']","['Tensile Strength, Yield', '480 - 655 MPa', '69600 - 95000 psi', '']","['Elongation at Break', '15 %', '15 %', 'in 50 mm']","['Component Elements Properties', 'Metric', 'English', 'Comments']"
Titanium Grade 4,"['Other, total', '<= 0.30 %', '<= 0.30 %', '']","['Tensile Strength, Yield', '480 - 655 MPa', '69600 - 95000 psi', '']","['Elongation at Break', '15 %', '15 %', 'in 50 mm']","['Component Elements Properties', 'Metric', 'English', 'Comments']"
Titanium Grade 4,"['Oxygen, O', '<= 0.40 %', '<= 0.40 %', '']","['Tensile Strength, Yield', '480 - 655 MPa', '69600 - 95000 psi', '']","['Elongation at Break', '15 %', '15 %', 'in 50 mm']","['Component Elements Properties', 'Metric', 'English', 'Comments']"
Titanium Grade 4,"['Titanium, Ti', '>= 98.635 %', '>= 98.635 %', '']","['Tensile Strength, Yield', '480 - 655 MPa', '69600 - 95000 psi', '']","['Elongation at Break', '15 %', '15 %', 'in 50 mm']","['Component Elements Properties', 'Metric', 'English', 'Comments']"
Titanium Grade 4,['Descriptive Properties'],"['Tensile Strength, Yield', '480 - 655 MPa', '69600 - 95000 psi', '']","['Elongation at Break', '15 %', '15 %', 'in 50 mm']","['Component Elements Properties', 'Metric', 'English', 'Comments']"
